Run 1,"Yes, COMP3032 - Machine Learning is offered outside Australia. The documentation shows Vietnam Session offerings (COMP3032-UT1-1-UE and COMP3032-UT3-1-UE) with ""Location: Vietnam"" as the delivery location. Vietnam is outside Australia, so the course is offered internationally."
Run 2,"Yes, COMP3032 - Machine Learning is offered outside Australia. According to the documentation, there are Vietnam Session offerings:

- Vietnam Session 1 (COMP3032-UT1-1-UE) with Location: Vietnam
- Vietnam Session 3 (COMP3032-UT3-1-UE) with Location: Vietnam

Both sessions are offered as ""On-site"" with ""Language of Instruction: English"" in Vietnam, which is outside Australia."
Run 3,"Yes, COMP3032 - Machine Learning is offered outside Australia. The documentation shows that there are Vietnam Session offerings:

- Vietnam Session 1 (COMP3032-UT1-1-UE) - Location: Vietnam
- Vietnam Session 3 (COMP3032-UT3-1-UE) - Location: Vietnam

Both of these sessions are explicitly listed as being held in Vietnam, which is outside Australia."
Run 4,"Yes, COMP3032 - Machine Learning is offered outside Australia. The documentation shows Vietnam Session 1 (COMP3032-UT1-1-UE) and Vietnam Session 3 (COMP3032-UT3-1-UE) are both listed as offerings with Location: Vietnam. Vietnam is outside Australia, so the subject is offered outside Australia."
Run 5,"Yes, COMP3032 - Machine Learning is offered outside Australia. According to the documentation, there are Vietnam sessions listed:

- COMP3032-UT1-1-UE: Vietnam Session 1
- COMP3032-UT3-1-UE: Vietnam Session 3

These Vietnam sessions are explicitly mentioned as locations where the course is offered outside of Australia."
Run 6,"Yes, COMP3032 - Machine Learning is offered outside Australia. According to the documentation, there are Vietnam Session offerings:

- Vietnam Session 1 (COMP3032-UT1-1-UE) - Location: Vietnam
- Vietnam Session 3 (COMP3032-UT3-1-UE) - Location: Vietnam

Both sessions are listed as on-site programs with English as the language of instruction."
Run 7,"Yes, COMP3032 - Machine Learning is offered outside Australia. According to the documentation, there are Vietnam Session offerings:

- Vietnam Session 1 (COMP3032-UT1-1-UE) - Location: Vietnam
- Vietnam Session 3 (COMP3032-UT3-1-UE) - Location: Vietnam

Both sessions are listed as ""On-site"" with English as the Language of Instruction."
Run 8,"Yes

The documentation shows that COMP3032 - Machine Learning is offered outside Australia in Vietnam. Specifically, there are two Vietnam sessions listed:
- Vietnam Session 1 (COMP3032-UT1-1-UE) - Location: Vietnam
- Vietnam Session 3 (COMP3032-UT3-1-UE) - Location: Vietnam

These are the only international offerings mentioned in the documentation."
Run 9,"Yes, COMP3032 - Machine Learning is offered outside Australia. The documentation shows Vietnam Session offerings (COMP3032-UT1-1-UE and COMP3032-UT3-1-UE) with ""Location: Vietnam"" and ""Mode of Study: On-site"". These are specifically listed as being offered outside Australia."
Run 10,"Yes, COMP3032 - Machine Learning is offered outside Australia. The documentation shows two Vietnam sessions: ""Vietnam Session 1"" (COMP3032-UT1-1-UE) and ""Vietnam Session 3"" (COMP3032-UT3-1-UE), both with on-site study mode and English language instruction."
