Run time,Non chunking cosine,Equal chunking cosine,Manual chunking overlap cosine,LangChain cosine,LangChain overlap cosine
Run 1,0.5051272449673051,0.502923447544049,0.4498810053341794,0.3893240958302797,0.3938186642745911
Run 2,0.510805605851663,0.5156238973984395,0.46665859576093105,0.39130715405868677,0.38785569650002655
Run 3,0.5107418439477124,0.4881217170990231,0.4844067233330082,0.38651697665180756,0.38955337250310434
Run 4,0.5033461316303627,0.47475977005596376,0.46928667377093214,0.398468634977159,0.383912991153895
Run 5,0.47921744418896894,0.5765823496833953,0.4475813174881847,0.3982683425282488,0.37748861349254403
Run 6,0.4822117586340814,0.5245362887803952,0.4618746395397175,0.3810618320353754,0.3902860260299347
Run 7,0.47768565805112484,0.5085419655356587,0.46334802755196164,0.3838322192336883,0.38100283486721537
Run 8,0.4727353049922707,0.5075193136940199,0.4949367018110264,0.3880184617948087,0.3789530983971225
Run 9,0.5398264477580778,0.46741497876393956,0.46316412646159105,0.38651697665180756,0.3997594459183445
Run 10,0.5442794667788831,0.3331823979791918,0.4651230032034781,0.38790295630588423,0.3893141009799205
Mean,0.502598,0.489921,0.466626,0.389122,0.387194
