Run time,Non chunking cosine,Equal chunking cosine,Manual chunking overlap cosine,LangChain cosine,LangChain overlap cosine
Run 1,0.623390742765791,0.6552523861966972,0.6798998561435958,0.6015183948605806,0.21890393973398448
Run 2,0.6595684308139624,0.21890393973398448,0.6818066248735025,0.21890393973398448,0.21890393973398448
Run 3,0.6756006494944846,0.21890393973398448,0.6473843065659474,0.21890393973398448,0.21890393973398448
Run 4,0.6756006494944846,0.6788242027876921,0.6818066248735025,0.21890393973398448,0.21890393973398448
Run 5,0.6840805374958914,0.6727333674640733,0.21890393973398448,0.21890393973398448,0.21890393973398448
Run 6,0.21890393973398448,0.6908794549109494,0.6413537187387266,0.21890393973398448,0.21890393973398448
Run 7,0.6731612447115433,0.6431851775267168,0.21890393973398448,0.21890393973398448,0.21890393973398448
Run 8,0.21890393973398448,0.6720981861135963,0.6325606795733809,0.21890393973398448,0.21890393973398448
Run 9,0.623390742765791,0.21890393973398448,0.6506840079626153,0.21890393973398448,0.21890393973398448
Run 10,0.623390742765791,0.21890393973398448,0.6506840079626153,0.21890393973398448,0.21890393973398448
Mean,0.567599,0.488859,0.570399,0.257165,0.218904
